name,type,year,description,url,gender,organization,age,country,current_country
Henrik Carl Peter Dam,medicine,1943,for his discovery of vitamin Kfor his discovery of the chemical nature of vitamin K,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1943/dam-facts.html,male,FALSE,48,Denmark,Denmark
Edward Adelbert Doisy,medicine,1943,for his discovery of vitamin Kfor his discovery of the chemical nature of vitamin K,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1943/doisy-facts.html,male,FALSE,50,USA,USA
Ernest Orlando Lawrence,physics,1939,"for the invention and development of the cyclotron and for results obtained with it, especially with regard to artificial radioactive elements",https://www.nobelprize.org/nobel_prizes/physics/laureates/1939/lawrence-facts.html,male,FALSE,38,USA,USA
Adolf Friedrich Johann Butenandt,chemistry,1939,for his work on sex hormonesfor his work on polymethylenes and higher terpenes,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1939/butenandt-facts.html,male,FALSE,36,Germany,Germany
Leopold Ruzicka,chemistry,1939,for his work on sex hormonesfor his work on polymethylenes and higher terpenes,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1939/ruzicka-facts.html,male,FALSE,52,Austria-Hungary,Croatia
Gerhard Domagk,medicine,1939,for the discovery of the antibacterial effects of prontosil,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1939/domagk-facts.html,male,FALSE,44,Germany,Poland
Frans Eemil Sillanp��,literature,1939,for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature,https://www.nobelprize.org/nobel_prizes/literature/laureates/1939/sillanpaa-facts.html,male,FALSE,51,Russian Empire,Finland
Enrico Fermi,physics,1938,"for his demonstrations of the existence of new radioactive elements produced by neutron irradiation, and for his related discovery of nuclear reactions brought about by slow neutrons",https://www.nobelprize.org/nobel_prizes/physics/laureates/1938/fermi-facts.html,male,FALSE,37,Italy,Italy
Richard Kuhn,chemistry,1938,for his work on carotenoids and vitamins,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1938/kuhn-facts.html,male,FALSE,38,Austria-Hungary,Austria
Corneille Jean Fran�ois Heymans,medicine,1938,for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1938/heymans-facts.html,male,FALSE,46,Belgium,Belgium
Pearl Buck,literature,1938,for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces,https://www.nobelprize.org/nobel_prizes/literature/laureates/1938/buck-facts.html,female,FALSE,46,USA,USA
Office international Nansen pour les R�fugi�s (Nansen International Office for Refugees),peace,1938,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1938/nansen-facts.html,org,TRUE,,,
Clinton Joseph Davisson,physics,1937,for their experimental discovery of the diffraction of electrons by crystals,https://www.nobelprize.org/nobel_prizes/physics/laureates/1937/davisson-facts.html,male,FALSE,56,USA,USA
George Paget Thomson,physics,1937,for their experimental discovery of the diffraction of electrons by crystals,https://www.nobelprize.org/nobel_prizes/physics/laureates/1937/thomson-facts.html,male,FALSE,45,United Kingdom,United Kingdom
Walter Norman Haworth,chemistry,1937,"for his investigations on carbohydrates and vitamin Cfor his investigations on carotenoids, flavins and vitamins A and B2",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1937/haworth-facts.html,male,FALSE,54,United Kingdom,United Kingdom
Paul Karrer,chemistry,1937,"for his investigations on carbohydrates and vitamin Cfor his investigations on carotenoids, flavins and vitamins A and B2",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1937/karrer-facts.html,male,FALSE,48,Russia,Russia
Albert von Szent-Gy�rgyi Nagyr�polt,medicine,1937,"for his discoveries in connection with the biological combustion processes, with special reference to vitamin C and the catalysis of fumaric acid",https://www.nobelprize.org/nobel_prizes/medicine/laureates/1937/szent-gyorgyi-facts.html,male,FALSE,44,Austria-Hungary,Hungary
Roger Martin du Gard,literature,1937,for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle Les Thibault,https://www.nobelprize.org/nobel_prizes/literature/laureates/1937/gard-facts.html,male,FALSE,56,France,France
"Cecil of Chelwood, Viscount (Lord Edgar Algernon Robert Gascoyne Cecil)",peace,1937,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1937/chelwood-facts.html,male,FALSE,73,United Kingdom,United Kingdom
Victor Franz Hess,physics,1936,for his discovery of cosmic radiationfor his discovery of the positron,https://www.nobelprize.org/nobel_prizes/physics/laureates/1936/hess-facts.html,male,FALSE,53,Austria,Austria
Carl David Anderson,physics,1936,for his discovery of cosmic radiationfor his discovery of the positron,https://www.nobelprize.org/nobel_prizes/physics/laureates/1936/anderson-facts.html,male,FALSE,31,USA,USA
Petrus (Peter) Josephus Wilhelmus Debye,chemistry,1936,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1936/debye-facts.html,male,FALSE,52,the Netherlands,the Netherlands
Sir Henry Hallett Dale,medicine,1936,for their discoveries relating to chemical transmission of nerve impulses,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1936/dale-facts.html,male,FALSE,61,United Kingdom,United Kingdom
Otto Loewi,medicine,1936,for their discoveries relating to chemical transmission of nerve impulses,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1936/loewi-facts.html,male,FALSE,63,Germany,Germany
Eugene Gladstone O'Neill,literature,1936,"for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy",https://www.nobelprize.org/nobel_prizes/literature/laureates/1936/oneill-facts.html,male,FALSE,48,USA,USA
Carlos Saavedra Lamas,peace,1936,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1936/lamas-facts.html,male,FALSE,58,Argentina,Argentina
James Chadwick,physics,1935,for the discovery of the neutron,https://www.nobelprize.org/nobel_prizes/physics/laureates/1935/chadwick-facts.html,male,FALSE,44,United Kingdom,United Kingdom
Fr�d�ric Joliot,chemistry,1935,in recognition of their synthesis of new radioactive elements,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1935/joliot-fred-facts.html,male,FALSE,35,France,France
Ir�ne Joliot-Curie,chemistry,1935,in recognition of their synthesis of new radioactive elements,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1935/joliot-curie-facts.html,female,FALSE,38,France,France
Hans Spemann,medicine,1935,for his discovery of the organizer effect in embryonic development,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1935/spemann-facts.html,male,FALSE,66,W�rttemberg,Germany
Carl von Ossietzky,peace,1935,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1935/ossietzky-facts.html,male,FALSE,46,Germany,Germany
Harold Clayton Urey,chemistry,1934,for his discovery of heavy hydrogen,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1934/urey-facts.html,male,FALSE,41,USA,USA
George Hoyt Whipple,medicine,1934,for their discoveries concerning liver therapy in cases of anaemia,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1934/whipple-facts.html,male,FALSE,56,USA,USA
George Richards Minot,medicine,1934,for their discoveries concerning liver therapy in cases of anaemia,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1934/minot-facts.html,male,FALSE,49,USA,USA
William Parry Murphy,medicine,1934,for their discoveries concerning liver therapy in cases of anaemia,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1934/murphy-facts.html,male,FALSE,42,USA,USA
Luigi Pirandello,literature,1934,for his bold and ingenious revival of dramatic and scenic art,https://www.nobelprize.org/nobel_prizes/literature/laureates/1934/pirandello-facts.html,male,FALSE,67,Italy,Italy
Arthur Henderson,peace,1934,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1934/henderson-facts.html,male,FALSE,71,Scotland,Scotland
Erwin Schr�dinger,physics,1933,for the discovery of new productive forms of atomic theory,https://www.nobelprize.org/nobel_prizes/physics/laureates/1933/schrodinger-facts.html,male,FALSE,46,Austria,Austria
Paul Adrien Maurice Dirac,physics,1933,for the discovery of new productive forms of atomic theory,https://www.nobelprize.org/nobel_prizes/physics/laureates/1933/dirac-facts.html,male,FALSE,31,United Kingdom,United Kingdom
Thomas Hunt Morgan,medicine,1933,for his discoveries concerning the role played by the chromosome in heredity,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1933/morgan-facts.html,male,FALSE,67,USA,USA
Ivan Alekseyevich Bunin,literature,1933,for the strict artistry with which he has carried on the classical Russian traditions in prose writing,https://www.nobelprize.org/nobel_prizes/literature/laureates/1933/bunin-facts.html,male,FALSE,63,Russia,Russia
Sir Norman Angell (Ralph Lane),peace,1933,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1933/angell-facts.html,male,FALSE,61,United Kingdom,United Kingdom
Werner Karl Heisenberg,physics,1932,"for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen",https://www.nobelprize.org/nobel_prizes/physics/laureates/1932/heisenberg-facts.html,male,FALSE,31,Germany,Germany
Irving Langmuir,chemistry,1932,for his discoveries and investigations in surface chemistry,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1932/langmuir-facts.html,male,FALSE,51,USA,USA
Sir Charles Scott Sherrington,medicine,1932,for their discoveries regarding the functions of neurons,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1932/sherrington-facts.html,male,FALSE,75,United Kingdom,United Kingdom
Edgar Douglas Adrian,medicine,1932,for their discoveries regarding the functions of neurons,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1932/adrian-facts.html,male,FALSE,43,United Kingdom,United Kingdom
John Galsworthy,literature,1932,for his distinguished art of narration which takes its highest form in The Forsyte Saga,https://www.nobelprize.org/nobel_prizes/literature/laureates/1932/galsworthy-facts.html,male,FALSE,65,United Kingdom,United Kingdom
Carl Bosch,chemistry,1931,in recognition of their contributions to the invention and development of chemical high pressure methods,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1931/bosch-facts.html,male,FALSE,57,Germany,Germany
Friedrich Bergius,chemistry,1931,in recognition of their contributions to the invention and development of chemical high pressure methods,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1931/bergius-facts.html,male,FALSE,47,Germany,Poland
Otto Heinrich Warburg,medicine,1931,for his discovery of the nature and mode of action of the respiratory enzyme,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1931/warburg-facts.html,male,FALSE,48,Germany,Germany
Erik Axel Karlfeldt,literature,1931,The poetry of Erik Axel Karlfeldt,https://www.nobelprize.org/nobel_prizes/literature/laureates/1931/karlfeldt-facts.html,male,FALSE,67,Sweden,Sweden
Jane Addams,peace,1931,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1931/addams-facts.html,female,FALSE,71,USA,USA
Nicholas Murray Butler,peace,1931,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1931/butler-facts.html,male,FALSE,69,USA,USA
Sir Chandrasekhara Venkata Raman,physics,1930,for his work on the scattering of light and for the discovery of the effect named after him,https://www.nobelprize.org/nobel_prizes/physics/laureates/1930/raman-facts.html,male,FALSE,42,India,India
Hans Fischer,chemistry,1930,for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1930/fischer-facts.html,male,FALSE,49,Germany,Germany
Karl Landsteiner,medicine,1930,for his discovery of human blood groups,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1930/landsteiner-facts.html,male,FALSE,62,Austrian Empire,Austria
Sinclair Lewis,literature,1930,"for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters",https://www.nobelprize.org/nobel_prizes/literature/laureates/1930/lewis-facts.html,male,FALSE,45,USA,USA
Lars Olof Jonathan (Nathan) S�derblom,peace,1930,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1930/soderblom-facts.html,male,FALSE,64,Sweden,Sweden
Prince Louis-Victor Pierre Raymond de Broglie,physics,1929,for his discovery of the wave nature of electrons,https://www.nobelprize.org/nobel_prizes/physics/laureates/1929/broglie-facts.html,male,FALSE,37,France,France
Arthur Harden,chemistry,1929,for their investigations on the fermentation of sugar and fermentative enzymes,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1929/harden-facts.html,male,FALSE,64,United Kingdom,United Kingdom
Hans Karl August Simon von Euler-Chelpin,chemistry,1929,for their investigations on the fermentation of sugar and fermentative enzymes,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1929/euler-chelpin-facts.html,male,FALSE,56,Germany,Germany
Christiaan Eijkman,medicine,1929,for his discovery of the antineuritic vitaminfor his discovery of the growth-stimulating vitamins,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1929/eijkman-facts.html,male,FALSE,71,the Netherlands,the Netherlands
Sir Frederick Gowland Hopkins,medicine,1929,for his discovery of the antineuritic vitaminfor his discovery of the growth-stimulating vitamins,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1929/hopkins-facts.html,male,FALSE,68,United Kingdom,United Kingdom
Thomas Mann,literature,1929,"principally for his great novel, Buddenbrooks, which has won steadily increased recognition as one of the classic works of contemporary literature",https://www.nobelprize.org/nobel_prizes/literature/laureates/1929/mann-facts.html,male,FALSE,54,Germany,Germany
Frank Billings Kellogg,peace,1929,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1929/kellogg-facts.html,male,FALSE,73,USA,USA
Owen Willans Richardson,physics,1928,for his work on the thermionic phenomenon and especially for the discovery of the law named after him,https://www.nobelprize.org/nobel_prizes/physics/laureates/1928/richardson-facts.html,male,FALSE,49,United Kingdom,United Kingdom
Adolf Otto Reinhold Windaus,chemistry,1928,for the services rendered through his research into the constitution of the sterols and their connection with the vitamins,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1928/windaus-facts.html,male,FALSE,52,Germany,Germany
Charles Jules Henri Nicolle,medicine,1928,for his work on typhus,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1928/nicolle-facts.html,male,FALSE,62,France,France
Sigrid Undset,literature,1928,principally for her powerful descriptions of Northern life during the Middle Ages,https://www.nobelprize.org/nobel_prizes/literature/laureates/1928/undset-facts.html,female,FALSE,46,Denmark,Denmark
Arthur Holly Compton,physics,1927,for his discovery of the effect named after himfor his method of making the paths of electrically charged particles visible by condensation of vapour,https://www.nobelprize.org/nobel_prizes/physics/laureates/1927/compton-facts.html,male,FALSE,35,USA,USA
Charles Thomson Rees Wilson,physics,1927,for his discovery of the effect named after himfor his method of making the paths of electrically charged particles visible by condensation of vapour,https://www.nobelprize.org/nobel_prizes/physics/laureates/1927/wilson-facts.html,male,FALSE,58,Scotland,Scotland
Heinrich Otto Wieland,chemistry,1927,for his investigations of the constitution of the bile acids and related substances,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1927/wieland-facts.html,male,FALSE,50,Germany,Germany
Julius Wagner-Jauregg,medicine,1927,for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1927/wagner-jauregg-facts.html,male,FALSE,70,Austria,Austria
Henri Bergson,literature,1927,in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented,https://www.nobelprize.org/nobel_prizes/literature/laureates/1927/bergson-facts.html,male,FALSE,68,France,France
Ferdinand Buisson,peace,1927,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1927/buisson-facts.html,male,FALSE,86,France,France
Ludwig Quidde,peace,1927,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1927/quidde-facts.html,male,FALSE,69,Germany,Germany
Jean Baptiste Perrin,physics,1926,"for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium",https://www.nobelprize.org/nobel_prizes/physics/laureates/1926/perrin-facts.html,male,FALSE,56,France,France
The (Theodor) Svedberg,chemistry,1926,for his work on disperse systems,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1926/svedberg-facts.html,male,FALSE,42,Sweden,Sweden
Johannes Andreas Grib Fibiger,medicine,1926,for his discovery of the Spiroptera carcinoma,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1926/fibiger-facts.html,male,FALSE,59,Denmark,Denmark
Grazia Deledda,literature,1926,for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general,https://www.nobelprize.org/nobel_prizes/literature/laureates/1926/deledda-facts.html,female,FALSE,55,Italy,Italy
Aristide Briand,peace,1926,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1926/briand-facts.html,male,FALSE,64,France,France
Gustav Stresemann,peace,1926,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1926/stresemann-facts.html,male,FALSE,48,Germany,Germany
James Franck,physics,1925,for their discovery of the laws governing the impact of an electron upon an atom,https://www.nobelprize.org/nobel_prizes/physics/laureates/1925/franck-facts.html,male,FALSE,43,Germany,Germany
Gustav Ludwig Hertz,physics,1925,for their discovery of the laws governing the impact of an electron upon an atom,https://www.nobelprize.org/nobel_prizes/physics/laureates/1925/hertz-facts.html,male,FALSE,38,Germany,Germany
Richard Adolf Zsigmondy,chemistry,1925,"for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1925/zsigmondy-facts.html,male,FALSE,60,Austrian Empire,Austria
George Bernard Shaw,literature,1925,"for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty",https://www.nobelprize.org/nobel_prizes/literature/laureates/1925/shaw-facts.html,male,FALSE,69,Ireland,Ireland
Sir Austen Chamberlain,peace,1925,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1925/chamberlain-facts.html,male,FALSE,62,United Kingdom,United Kingdom
Charles Gates Dawes,peace,1925,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1925/dawes-facts.html,male,FALSE,60,USA,USA
Karl Manne Georg Siegbahn,physics,1924,for his discoveries and research in the field of X-ray spectroscopy,https://www.nobelprize.org/nobel_prizes/physics/laureates/1924/siegbahn-facts.html,male,FALSE,38,Sweden,Sweden
Willem Einthoven,medicine,1924,for his discovery of the mechanism of the electrocardiogram,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1924/einthoven-facts.html,male,FALSE,64,"Java, Dutch East Indies",Indonesia
Wladyslaw Stanislaw Reymont,literature,1924,"for his great national epic, The Peasants",https://www.nobelprize.org/nobel_prizes/literature/laureates/1924/reymont-facts.html,male,FALSE,57,Russian Empire,Poland
Robert Andrews Millikan,physics,1923,for his work on the elementary charge of electricity and on the photoelectric effect,https://www.nobelprize.org/nobel_prizes/physics/laureates/1923/millikan-facts.html,male,FALSE,55,USA,USA
Fritz Pregl,chemistry,1923,for his invention of the method of micro-analysis of organic substances,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1923/pregl-facts.html,male,FALSE,54,Austria-Hungary,Slovenia
Frederick Grant Banting,medicine,1923,for the discovery of insulin,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1923/banting-facts.html,male,FALSE,32,Canada,Canada
John James Rickard Macleod,medicine,1923,for the discovery of insulin,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1923/macleod-facts.html,male,FALSE,47,Scotland,Scotland
William Butler Yeats,literature,1923,"for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation",https://www.nobelprize.org/nobel_prizes/literature/laureates/1923/yeats-facts.html,male,FALSE,58,Ireland,Ireland
Niels Henrik David Bohr,physics,1922,for his services in the investigation of the structure of atoms and of the radiation emanating from them,https://www.nobelprize.org/nobel_prizes/physics/laureates/1922/bohr-facts.html,male,FALSE,37,Denmark,Denmark
Francis William Aston,chemistry,1922,"for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1922/aston-facts.html,male,FALSE,45,United Kingdom,United Kingdom
Archibald Vivian Hill,medicine,1922,for his discovery relating to the production of heat in the musclefor his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1922/hill-facts.html,male,FALSE,36,United Kingdom,United Kingdom
Otto Fritz Meyerhof,medicine,1922,for his discovery relating to the production of heat in the musclefor his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1922/meyerhof-facts.html,male,FALSE,38,Germany,Germany
Jacinto Benavente,literature,1922,for the happy manner in which he has continued the illustrious traditions of the Spanish drama,https://www.nobelprize.org/nobel_prizes/literature/laureates/1922/benavente-facts.html,male,FALSE,56,Spain,Spain
Fridtjof Nansen,peace,1922,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1922/nansen-facts.html,male,FALSE,61,Norway,Norway
Albert Einstein,physics,1921,"for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect",https://www.nobelprize.org/nobel_prizes/physics/laureates/1921/einstein-facts.html,male,FALSE,42,Germany,Germany
Frederick Soddy,chemistry,1921,"for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1921/soddy-facts.html,male,FALSE,44,United Kingdom,United Kingdom
Anatole France,literature,1921,"in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament",https://www.nobelprize.org/nobel_prizes/literature/laureates/1921/france-facts.html,male,FALSE,77,France,France
Karl Hjalmar Branting,peace,1921,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1921/branting-facts.html,male,FALSE,61,Sweden,Sweden
Christian Lous Lange,peace,1921,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1921/lange-facts.html,male,FALSE,52,Norway,Norway
Charles Edouard Guillaume,physics,1920,in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys,https://www.nobelprize.org/nobel_prizes/physics/laureates/1920/guillaume-facts.html,male,FALSE,59,Switzerland,Switzerland
Walther Hermann Nernst,chemistry,1920,in recognition of his work in thermochemistry,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1920/nernst-facts.html,male,FALSE,56,Prussia,Germany
Schack August Steenberg Krogh,medicine,1920,for his discovery of the capillary motor regulating mechanism,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1920/krogh-facts.html,male,FALSE,46,Denmark,Denmark
Knut Pedersen Hamsun,literature,1920,"for his monumental work, Growth of the Soil",https://www.nobelprize.org/nobel_prizes/literature/laureates/1920/hamsun-facts.html,male,FALSE,61,Norway,Norway
L�on Victor Auguste Bourgeois,peace,1920,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1920/bourgeois-facts.html,male,FALSE,69,France,France
Johannes Stark,physics,1919,for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields,https://www.nobelprize.org/nobel_prizes/physics/laureates/1919/stark-facts.html,male,FALSE,45,Germany,Germany
Jules Bordet,medicine,1919,for his discoveries relating to immunity,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1919/bordet-facts.html,male,FALSE,49,Belgium,Belgium
Carl Friedrich Georg Spitteler,literature,1919,"in special appreciation of his epic, Olympian Spring",https://www.nobelprize.org/nobel_prizes/literature/laureates/1919/spitteler-facts.html,male,FALSE,74,Switzerland,Switzerland
Thomas Woodrow Wilson,peace,1919,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1919/wilson-facts.html,male,FALSE,63,USA,USA
Max Karl Ernst Ludwig Planck,physics,1918,in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta,https://www.nobelprize.org/nobel_prizes/physics/laureates/1918/planck-facts.html,male,FALSE,60,Schleswig,Germany
Fritz Haber,chemistry,1918,for the synthesis of ammonia from its elements,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1918/haber-facts.html,male,FALSE,50,Prussia,Poland
Charles Glover Barkla,physics,1917,for his discovery of the characteristic R�ntgen radiation of the elements,https://www.nobelprize.org/nobel_prizes/physics/laureates/1917/barkla-facts.html,male,FALSE,40,United Kingdom,United Kingdom
Karl Adolph Gjellerup,literature,1917,"for his varied and rich poetry, which is inspired by lofty idealsfor his authentic descriptions of present-day life in Denmark",https://www.nobelprize.org/nobel_prizes/literature/laureates/1917/gjellerup-facts.html,male,FALSE,60,Denmark,Denmark
Henrik Pontoppidan,literature,1917,"for his varied and rich poetry, which is inspired by lofty idealsfor his authentic descriptions of present-day life in Denmark",https://www.nobelprize.org/nobel_prizes/literature/laureates/1917/pontoppidan-facts.html,male,FALSE,60,Denmark,Denmark
Comit� international de la Croix Rouge (International Committee of the Red Cross),peace,1917,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1917/red-cross-facts.html,org,TRUE,,,
Carl Gustaf Verner von Heidenstam,literature,1916,in recognition of his significance as the leading representative of a new era in our literature,https://www.nobelprize.org/nobel_prizes/literature/laureates/1916/heidenstam-facts.html,male,FALSE,57,Sweden,Sweden
Sir William Henry Bragg,physics,1915,for their services in the analysis of crystal structure by means of X-rays,https://www.nobelprize.org/nobel_prizes/physics/laureates/1915/wh-bragg-facts.html,male,FALSE,53,United Kingdom,United Kingdom
William Lawrence Bragg,physics,1915,for their services in the analysis of crystal structure by means of X-rays,https://www.nobelprize.org/nobel_prizes/physics/laureates/1915/wl-bragg-facts.html,male,FALSE,25,Australia,Australia
Richard Martin Willst�tter,chemistry,1915,"for his researches on plant pigments, especially chlorophyll",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1915/willstatter-facts.html,male,FALSE,43,Germany,Germany
Romain Rolland,literature,1915,as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings,https://www.nobelprize.org/nobel_prizes/literature/laureates/1915/rolland-facts.html,male,FALSE,49,France,France
Max von Laue,physics,1914,for his discovery of the diffraction of X-rays by crystals,https://www.nobelprize.org/nobel_prizes/physics/laureates/1914/laue-facts.html,male,FALSE,35,Germany,Germany
Theodore William Richards,chemistry,1914,in recognition of his accurate determinations of the atomic weight of a large number of chemical elements,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1914/richards-facts.html,male,FALSE,46,USA,USA
Robert B�r�ny,medicine,1914,for his work on the physiology and pathology of the vestibular apparatus,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1914/barany-facts.html,male,FALSE,38,Austria,Austria
Heike Kamerlingh Onnes,physics,1913,"for his investigations on the properties of matter at low temperatures which led, inter alia, to the production of liquid helium",https://www.nobelprize.org/nobel_prizes/physics/laureates/1913/onnes-facts.html,male,FALSE,60,the Netherlands,the Netherlands
Alfred Werner,chemistry,1913,in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1913/werner-facts.html,male,FALSE,47,France,France
Charles Robert Richet,medicine,1913,in recognition of his work on anaphylaxis,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1913/richet-facts.html,male,FALSE,63,France,France
Rabindranath Tagore,literature,1913,"because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West",https://www.nobelprize.org/nobel_prizes/literature/laureates/1913/tagore-facts.html,male,FALSE,52,India,India
Henri La Fontaine,peace,1913,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1913/fontaine-facts.html,male,FALSE,59,Belgium,Belgium
Nils Gustaf Dal�n,physics,1912,for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys,https://www.nobelprize.org/nobel_prizes/physics/laureates/1912/dalen-facts.html,male,FALSE,43,Sweden,Sweden
