name,type,year,url,gender,organization,age,country,current_country,description
Walter Norman Haworth,chemistry,1937,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1937/haworth-facts.html,male,FALSE,54,United Kingdom,United Kingdom,for his investigations on carbohydrates and vitamin C
Paul Karrer,chemistry,1937,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1937/karrer-facts.html,male,FALSE,48,Russia,Russia,"for his investigations on carotenoids, flavins and vitamins A and B2"
Roger Martin du Gard,literature,1937,https://www.nobelprize.org/nobel_prizes/literature/laureates/1937/gard-facts.html,male,FALSE,56,France,France,for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle Les Thibault
Clinton Joseph Davisson,physics,1937,https://www.nobelprize.org/nobel_prizes/physics/laureates/1937/davisson-facts.html,male,FALSE,56,USA,USA,for their experimental discovery of the diffraction of electrons by crystals
George Paget Thomson,physics,1937,https://www.nobelprize.org/nobel_prizes/physics/laureates/1937/thomson-facts.html,male,FALSE,45,United Kingdom,United Kingdom,for their experimental discovery of the diffraction of electrons by crystals
"Cecil of Chelwood, Viscount (Lord Edgar Algernon Robert Gascoyne Cecil)",peace,1937,https://www.nobelprize.org/nobel_prizes/peace/laureates/1937/chelwood-facts.html,male,FALSE,73,United Kingdom,United Kingdom,
Petrus (Peter) Josephus Wilhelmus Debye,chemistry,1936,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1936/debye-facts.html,male,FALSE,52,the Netherlands,the Netherlands,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases
Victor Franz Hess,physics,1936,https://www.nobelprize.org/nobel_prizes/physics/laureates/1936/hess-facts.html,male,FALSE,53,Austria,Austria,for his discovery of cosmic radiation
Carl David Anderson,physics,1936,https://www.nobelprize.org/nobel_prizes/physics/laureates/1936/anderson-facts.html,male,FALSE,31,USA,USA,for his discovery of the positron
Eugene Gladstone O'Neill,literature,1936,https://www.nobelprize.org/nobel_prizes/literature/laureates/1936/oneill-facts.html,male,FALSE,48,USA,USA,"for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy"
Sir Henry Hallett Dale,medicine,1936,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1936/dale-facts.html,male,FALSE,61,United Kingdom,United Kingdom,for their discoveries relating to chemical transmission of nerve impulses
Otto Loewi,medicine,1936,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1936/loewi-facts.html,male,FALSE,63,Germany,Germany,for their discoveries relating to chemical transmission of nerve impulses
Carlos Saavedra Lamas,peace,1936,https://www.nobelprize.org/nobel_prizes/peace/laureates/1936/lamas-facts.html,male,FALSE,58,Argentina,Argentina,
Hans Spemann,medicine,1935,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1935/spemann-facts.html,male,FALSE,66,W´è_rttemberg,Germany,for his discovery of the organizer effect in embryonic development
James Chadwick,physics,1935,https://www.nobelprize.org/nobel_prizes/physics/laureates/1935/chadwick-facts.html,male,FALSE,44,United Kingdom,United Kingdom,for the discovery of the neutron
Frederic Joliot,chemistry,1935,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1935/joliot-fred-facts.html,male,FALSE,35,France,France,in recognition of their synthesis of new radioactive elements
Irene Joliot-Curie,chemistry,1935,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1935/joliot-curie-facts.html,female,FALSE,38,France,France,in recognition of their synthesis of new radioactive elements
Carl von Ossietzky,peace,1935,https://www.nobelprize.org/nobel_prizes/peace/laureates/1935/ossietzky-facts.html,male,FALSE,46,Germany,Germany,
Luigi Pirandello,literature,1934,https://www.nobelprize.org/nobel_prizes/literature/laureates/1934/pirandello-facts.html,male,FALSE,67,Italy,Italy,for his bold and ingenious revival of dramatic and scenic art
Harold Clayton Urey,chemistry,1934,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1934/urey-facts.html,male,FALSE,41,USA,USA,for his discovery of heavy hydrogen
George Hoyt Whipple,medicine,1934,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1934/whipple-facts.html,male,FALSE,56,USA,USA,for their discoveries concerning liver therapy in cases of anaemia
George Richards Minot,medicine,1934,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1934/minot-facts.html,male,FALSE,49,USA,USA,for their discoveries concerning liver therapy in cases of anaemia
William Parry Murphy,medicine,1934,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1934/murphy-facts.html,male,FALSE,42,USA,USA,for their discoveries concerning liver therapy in cases of anaemia
Arthur Henderson,peace,1934,https://www.nobelprize.org/nobel_prizes/peace/laureates/1934/henderson-facts.html,male,FALSE,71,Scotland,Scotland,
Thomas Hunt Morgan,medicine,1933,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1933/morgan-facts.html,male,FALSE,67,USA,USA,for his discoveries concerning the role played by the chromosome in heredity
Erwin Schrodinger,physics,1933,https://www.nobelprize.org/nobel_prizes/physics/laureates/1933/schrodinger-facts.html,male,FALSE,46,Austria,Austria,for the discovery of new productive forms of atomic theory
Paul Adrien Maurice Dirac,physics,1933,https://www.nobelprize.org/nobel_prizes/physics/laureates/1933/dirac-facts.html,male,FALSE,31,United Kingdom,United Kingdom,for the discovery of new productive forms of atomic theory
Ivan Alekseyevich Bunin,literature,1933,https://www.nobelprize.org/nobel_prizes/literature/laureates/1933/bunin-facts.html,male,FALSE,63,Russia,Russia,for the strict artistry with which he has carried on the classical Russian traditions in prose writing
Sir Norman Angell (Ralph Lane),peace,1933,https://www.nobelprize.org/nobel_prizes/peace/laureates/1933/angell-facts.html,male,FALSE,61,United Kingdom,United Kingdom,
Irving Langmuir,chemistry,1932,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1932/langmuir-facts.html,male,FALSE,51,USA,USA,for his discoveries and investigations in surface chemistry
John Galsworthy,literature,1932,https://www.nobelprize.org/nobel_prizes/literature/laureates/1932/galsworthy-facts.html,male,FALSE,65,United Kingdom,United Kingdom,for his distinguished art of narration which takes its highest form in The Forsyte Saga
Werner Karl Heisenberg,physics,1932,https://www.nobelprize.org/nobel_prizes/physics/laureates/1932/heisenberg-facts.html,male,FALSE,31,Germany,Germany,"for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen"
Sir Charles Scott Sherrington,medicine,1932,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1932/sherrington-facts.html,male,FALSE,75,United Kingdom,United Kingdom,for their discoveries regarding the functions of neurons
Edgar Douglas Adrian,medicine,1932,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1932/adrian-facts.html,male,FALSE,43,United Kingdom,United Kingdom,for their discoveries regarding the functions of neurons
Otto Heinrich Warburg,medicine,1931,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1931/warburg-facts.html,male,FALSE,48,Germany,Germany,for his discovery of the nature and mode of action of the respiratory enzyme
Carl Bosch,chemistry,1931,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1931/bosch-facts.html,male,FALSE,57,Germany,Germany,in recognition of their contributions to the invention and development of chemical high pressure methods
Friedrich Bergius,chemistry,1931,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1931/bergius-facts.html,male,FALSE,47,Germany,Poland,in recognition of their contributions to the invention and development of chemical high pressure methods
Erik Axel Karlfeldt,literature,1931,https://www.nobelprize.org/nobel_prizes/literature/laureates/1931/karlfeldt-facts.html,male,FALSE,67,Sweden,Sweden,The poetry of Erik Axel Karlfeldt
Jane Addams,peace,1931,https://www.nobelprize.org/nobel_prizes/peace/laureates/1931/addams-facts.html,female,FALSE,71,USA,USA,
Nicholas Murray Butler,peace,1931,https://www.nobelprize.org/nobel_prizes/peace/laureates/1931/butler-facts.html,male,FALSE,69,USA,USA,
Karl Landsteiner,medicine,1930,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1930/landsteiner-facts.html,male,FALSE,62,Austrian Empire,Austria,for his discovery of human blood groups
Hans Fischer,chemistry,1930,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1930/fischer-facts.html,male,FALSE,49,Germany,Germany,for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin
Sinclair Lewis,literature,1930,https://www.nobelprize.org/nobel_prizes/literature/laureates/1930/lewis-facts.html,male,FALSE,45,USA,USA,"for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters"
Sir Chandrasekhara Venkata Raman,physics,1930,https://www.nobelprize.org/nobel_prizes/physics/laureates/1930/raman-facts.html,male,FALSE,42,India,India,for his work on the scattering of light and for the discovery of the effect named after him
Lars Olof Jonathan (Nathan) Soderblom,peace,1930,https://www.nobelprize.org/nobel_prizes/peace/laureates/1930/soderblom-facts.html,male,FALSE,64,Sweden,Sweden,
Christiaan Eijkman,medicine,1929,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1929/eijkman-facts.html,male,FALSE,71,the Netherlands,the Netherlands,for his discovery of the antineuritic vitamin
Sir Frederick Gowland Hopkins,medicine,1929,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1929/hopkins-facts.html,male,FALSE,68,United Kingdom,United Kingdom,for his discovery of the growth-stimulating vitamins
Prince Louis-Victor Pierre Raymond de Broglie,physics,1929,https://www.nobelprize.org/nobel_prizes/physics/laureates/1929/broglie-facts.html,male,FALSE,37,France,France,for his discovery of the wave nature of electrons
Arthur Harden,chemistry,1929,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1929/harden-facts.html,male,FALSE,64,United Kingdom,United Kingdom,for their investigations on the fermentation of sugar and fermentative enzymes
Hans Karl August Simon von Euler-Chelpin,chemistry,1929,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1929/euler-chelpin-facts.html,male,FALSE,56,Germany,Germany,for their investigations on the fermentation of sugar and fermentative enzymes
Thomas Mann,literature,1929,https://www.nobelprize.org/nobel_prizes/literature/laureates/1929/mann-facts.html,male,FALSE,54,Germany,Germany,"principally for his great novel, Buddenbrooks, which has won steadily increased recognition as one of the classic works of contemporary literature"
Frank Billings Kellogg,peace,1929,https://www.nobelprize.org/nobel_prizes/peace/laureates/1929/kellogg-facts.html,male,FALSE,73,USA,USA,
Owen Willans Richardson,physics,1928,https://www.nobelprize.org/nobel_prizes/physics/laureates/1928/richardson-facts.html,male,FALSE,49,United Kingdom,United Kingdom,for his work on the thermionic phenomenon and especially for the discovery of the law named after him
Charles Jules Henri Nicolle,medicine,1928,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1928/nicolle-facts.html,male,FALSE,62,France,France,for his work on typhus
Adolf Otto Reinhold Windaus,chemistry,1928,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1928/windaus-facts.html,male,FALSE,52,Germany,Germany,for the services rendered through his research into the constitution of the sterols and their connection with the vitamins
Sigrid Undset,literature,1928,https://www.nobelprize.org/nobel_prizes/literature/laureates/1928/undset-facts.html,female,FALSE,46,Denmark,Denmark,principally for her powerful descriptions of Northern life during the Middle Ages
Arthur Holly Compton,physics,1927,https://www.nobelprize.org/nobel_prizes/physics/laureates/1927/compton-facts.html,male,FALSE,35,USA,USA,for his discovery of the effect named after him
Charles Thomson Rees Wilson,physics,1927,https://www.nobelprize.org/nobel_prizes/physics/laureates/1927/wilson-facts.html,male,FALSE,58,Scotland,Scotland,for his method of making the paths of electrically charged particles visible by condensation of vapour
Julius Wagner-Jauregg,medicine,1927,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1927/wagner-jauregg-facts.html,male,FALSE,70,Austria,Austria,for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica
Heinrich Otto Wieland,chemistry,1927,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1927/wieland-facts.html,male,FALSE,50,Germany,Germany,for his investigations of the constitution of the bile acids and related substances
Henri Bergson,literature,1927,https://www.nobelprize.org/nobel_prizes/literature/laureates/1927/bergson-facts.html,male,FALSE,68,France,France,in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented
Ferdinand Buisson,peace,1927,https://www.nobelprize.org/nobel_prizes/peace/laureates/1927/buisson-facts.html,male,FALSE,86,France,France,
Ludwig Quidde,peace,1927,https://www.nobelprize.org/nobel_prizes/peace/laureates/1927/quidde-facts.html,male,FALSE,69,Germany,Germany,
Grazia Deledda,literature,1926,https://www.nobelprize.org/nobel_prizes/literature/laureates/1926/deledda-facts.html,female,FALSE,55,Italy,Italy,for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general
Johannes Andreas Grib Fibiger,medicine,1926,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1926/fibiger-facts.html,male,FALSE,59,Denmark,Denmark,for his discovery of the Spiroptera carcinoma
The (Theodor) Svedberg,chemistry,1926,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1926/svedberg-facts.html,male,FALSE,42,Sweden,Sweden,for his work on disperse systems
Jean Baptiste Perrin,physics,1926,https://www.nobelprize.org/nobel_prizes/physics/laureates/1926/perrin-facts.html,male,FALSE,56,France,France,"for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium"
Aristide Briand,peace,1926,https://www.nobelprize.org/nobel_prizes/peace/laureates/1926/briand-facts.html,male,FALSE,64,France,France,
Gustav Stresemann,peace,1926,https://www.nobelprize.org/nobel_prizes/peace/laureates/1926/stresemann-facts.html,male,FALSE,48,Germany,Germany,
Richard Adolf Zsigmondy,chemistry,1925,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1925/zsigmondy-facts.html,male,FALSE,60,Austrian Empire,Austria,"for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry"
George Bernard Shaw,literature,1925,https://www.nobelprize.org/nobel_prizes/literature/laureates/1925/shaw-facts.html,male,FALSE,69,Ireland,Ireland,"for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty"
James Franck,physics,1925,https://www.nobelprize.org/nobel_prizes/physics/laureates/1925/franck-facts.html,male,FALSE,43,Germany,Germany,for their discovery of the laws governing the impact of an electron upon an atom
Gustav Ludwig Hertz,physics,1925,https://www.nobelprize.org/nobel_prizes/physics/laureates/1925/hertz-facts.html,male,FALSE,38,Germany,Germany,for their discovery of the laws governing the impact of an electron upon an atom
Sir Austen Chamberlain,peace,1925,https://www.nobelprize.org/nobel_prizes/peace/laureates/1925/chamberlain-facts.html,male,FALSE,62,United Kingdom,United Kingdom,
Charles Gates Dawes,peace,1925,https://www.nobelprize.org/nobel_prizes/peace/laureates/1925/dawes-facts.html,male,FALSE,60,USA,USA,
Karl Manne Georg Siegbahn,physics,1924,https://www.nobelprize.org/nobel_prizes/physics/laureates/1924/siegbahn-facts.html,male,FALSE,38,Sweden,Sweden,for his discoveries and research in the field of X-ray spectroscopy
Willem Einthoven,medicine,1924,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1924/einthoven-facts.html,male,FALSE,64,"Java, Dutch East Indies",Indonesia,for his discovery of the mechanism of the electrocardiogram
Wladyslaw Stanislaw Reymont,literature,1924,https://www.nobelprize.org/nobel_prizes/literature/laureates/1924/reymont-facts.html,male,FALSE,57,Russian Empire,Poland,"for his great national epic, The Peasants"
William Butler Yeats,literature,1923,https://www.nobelprize.org/nobel_prizes/literature/laureates/1923/yeats-facts.html,male,FALSE,58,Ireland,Ireland,"for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation"
Fritz Pregl,chemistry,1923,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1923/pregl-facts.html,male,FALSE,54,Austria-Hungary,Slovenia,for his invention of the method of micro-analysis of organic substances
Robert Andrews Millikan,physics,1923,https://www.nobelprize.org/nobel_prizes/physics/laureates/1923/millikan-facts.html,male,FALSE,55,USA,USA,for his work on the elementary charge of electricity and on the photoelectric effect
Frederick Grant Banting,medicine,1923,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1923/banting-facts.html,male,FALSE,32,Canada,Canada,for the discovery of insulin
John James Rickard Macleod,medicine,1923,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1923/macleod-facts.html,male,FALSE,47,Scotland,Scotland,for the discovery of insulin
Archibald Vivian Hill,medicine,1922,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1922/hill-facts.html,male,FALSE,36,United Kingdom,United Kingdom,for his discovery relating to the production of heat in the muscle
Otto Fritz Meyerhof,medicine,1922,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1922/meyerhof-facts.html,male,FALSE,38,Germany,Germany,for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle
Francis William Aston,chemistry,1922,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1922/aston-facts.html,male,FALSE,45,United Kingdom,United Kingdom,"for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule"
Niels Henrik David Bohr,physics,1922,https://www.nobelprize.org/nobel_prizes/physics/laureates/1922/bohr-facts.html,male,FALSE,37,Denmark,Denmark,for his services in the investigation of the structure of atoms and of the radiation emanating from them
Jacinto Benavente,literature,1922,https://www.nobelprize.org/nobel_prizes/literature/laureates/1922/benavente-facts.html,male,FALSE,56,Spain,Spain,for the happy manner in which he has continued the illustrious traditions of the Spanish drama
Fridtjof Nansen,peace,1922,https://www.nobelprize.org/nobel_prizes/peace/laureates/1922/nansen-facts.html,male,FALSE,61,Norway,Norway,
Frederick Soddy,chemistry,1921,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1921/soddy-facts.html,male,FALSE,44,United Kingdom,United Kingdom,"for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes"
Albert Einstein,physics,1921,https://www.nobelprize.org/nobel_prizes/physics/laureates/1921/einstein-facts.html,male,FALSE,42,Germany,Germany,"for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect"
Anatole France,literature,1921,https://www.nobelprize.org/nobel_prizes/literature/laureates/1921/france-facts.html,male,FALSE,77,France,France,"in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament"
Karl Hjalmar Branting,peace,1921,https://www.nobelprize.org/nobel_prizes/peace/laureates/1921/branting-facts.html,male,FALSE,61,Sweden,Sweden,
Christian Lous Lange,peace,1921,https://www.nobelprize.org/nobel_prizes/peace/laureates/1921/lange-facts.html,male,FALSE,52,Norway,Norway,
Schack August Steenberg Krogh,medicine,1920,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1920/krogh-facts.html,male,FALSE,46,Denmark,Denmark,for his discovery of the capillary motor regulating mechanism
Knut Pedersen Hamsun,literature,1920,https://www.nobelprize.org/nobel_prizes/literature/laureates/1920/hamsun-facts.html,male,FALSE,61,Norway,Norway,"for his monumental work, Growth of the Soil"
Walther Hermann Nernst,chemistry,1920,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1920/nernst-facts.html,male,FALSE,56,Prussia,Germany,in recognition of his work in thermochemistry
Charles Edouard Guillaume,physics,1920,https://www.nobelprize.org/nobel_prizes/physics/laureates/1920/guillaume-facts.html,male,FALSE,59,Switzerland,Switzerland,in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys
Leon Victor Auguste Bourgeois,peace,1920,https://www.nobelprize.org/nobel_prizes/peace/laureates/1920/bourgeois-facts.html,male,FALSE,69,France,France,
Jules Bordet,medicine,1919,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1919/bordet-facts.html,male,FALSE,49,Belgium,Belgium,for his discoveries relating to immunity
Johannes Stark,physics,1919,https://www.nobelprize.org/nobel_prizes/physics/laureates/1919/stark-facts.html,male,FALSE,45,Germany,Germany,for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields
Carl Friedrich Georg Spitteler,literature,1919,https://www.nobelprize.org/nobel_prizes/literature/laureates/1919/spitteler-facts.html,male,FALSE,74,Switzerland,Switzerland,"in special appreciation of his epic, Olympian Spring"
Thomas Woodrow Wilson,peace,1919,https://www.nobelprize.org/nobel_prizes/peace/laureates/1919/wilson-facts.html,male,FALSE,63,USA,USA,
Fritz Haber,chemistry,1918,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1918/haber-facts.html,male,FALSE,50,Prussia,Poland,for the synthesis of ammonia from its elements
Max Karl Ernst Ludwig Planck,physics,1918,https://www.nobelprize.org/nobel_prizes/physics/laureates/1918/planck-facts.html,male,FALSE,60,Schleswig,Germany,in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta
Charles Glover Barkla,physics,1917,https://www.nobelprize.org/nobel_prizes/physics/laureates/1917/barkla-facts.html,male,FALSE,40,United Kingdom,United Kingdom,for his discovery of the characteristic RÌ¦ntgen radiation of the elements
Karl Adolph Gjellerup,literature,1917,https://www.nobelprize.org/nobel_prizes/literature/laureates/1917/gjellerup-facts.html,male,FALSE,60,Denmark,Denmark,"for his varied and rich poetry, which is inspired by lofty ideals"
Henrik Pontoppidan,literature,1917,https://www.nobelprize.org/nobel_prizes/literature/laureates/1917/pontoppidan-facts.html,male,FALSE,60,Denmark,Denmark,for his authentic descriptions of present-day life in Denmark
Comite international de la Croix Rouge (International Committee of the Red Cross),peace,1917,https://www.nobelprize.org/nobel_prizes/peace/laureates/1917/red-cross-facts.html,org,TRUE,,,,
Carl Gustaf Verner von Heidenstam,literature,1916,https://www.nobelprize.org/nobel_prizes/literature/laureates/1916/heidenstam-facts.html,male,FALSE,57,Sweden,Sweden,in recognition of his significance as the leading representative of a new era in our literature
Romain Rolland,literature,1915,https://www.nobelprize.org/nobel_prizes/literature/laureates/1915/rolland-facts.html,male,FALSE,49,France,France,as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings
Richard Martin Willstatter,chemistry,1915,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1915/willstatter-facts.html,male,FALSE,43,Germany,Germany,"for his researches on plant pigments, especially chlorophyll"
Sir William Henry Bragg,physics,1915,https://www.nobelprize.org/nobel_prizes/physics/laureates/1915/wh-bragg-facts.html,male,FALSE,53,United Kingdom,United Kingdom,for their services in the analysis of crystal structure by means of X-rays
William Lawrence Bragg,physics,1915,https://www.nobelprize.org/nobel_prizes/physics/laureates/1915/wl-bragg-facts.html,male,FALSE,25,Australia,Australia,for their services in the analysis of crystal structure by means of X-rays
Max von Laue,physics,1914,https://www.nobelprize.org/nobel_prizes/physics/laureates/1914/laue-facts.html,male,FALSE,35,Germany,Germany,for his discovery of the diffraction of X-rays by crystals
Robert Barany,medicine,1914,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1914/barany-facts.html,male,FALSE,38,Austria,Austria,for his work on the physiology and pathology of the vestibular apparatus
Theodore William Richards,chemistry,1914,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1914/richards-facts.html,male,FALSE,46,USA,USA,in recognition of his accurate determinations of the atomic weight of a large number of chemical elements
Rabindranath Tagore,literature,1913,https://www.nobelprize.org/nobel_prizes/literature/laureates/1913/tagore-facts.html,male,FALSE,52,India,India,"because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West"
Heike Kamerlingh Onnes,physics,1913,https://www.nobelprize.org/nobel_prizes/physics/laureates/1913/onnes-facts.html,male,FALSE,60,the Netherlands,the Netherlands,"for his investigations on the properties of matter at low temperatures which led, inter alia, to the production of liquid helium"
Charles Robert Richet,medicine,1913,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1913/richet-facts.html,male,FALSE,63,France,France,in recognition of his work on anaphylaxis
Alfred Werner,chemistry,1913,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1913/werner-facts.html,male,FALSE,47,France,France,in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry
Henri La Fontaine,peace,1913,https://www.nobelprize.org/nobel_prizes/peace/laureates/1913/fontaine-facts.html,male,FALSE,59,Belgium,Belgium,
Nils Gustaf Dalen,physics,1912,https://www.nobelprize.org/nobel_prizes/physics/laureates/1912/dalen-facts.html,male,FALSE,43,Sweden,Sweden,for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys
Victor Grignard,chemistry,1912,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1912/grignard-facts.html,male,FALSE,41,France,France,"for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry"
Paul Sabatier,chemistry,1912,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1912/sabatier-facts.html,male,FALSE,58,France,France,for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years
Alexis Carrel,medicine,1912,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1912/carrel-facts.html,male,FALSE,39,France,France,in recognition of his work on vascular suture and the transplantation of blood vessels and organs
Gerhart Johann Robert Hauptmann,literature,1912,https://www.nobelprize.org/nobel_prizes/literature/laureates/1912/hauptmann-facts.html,male,FALSE,50,Prussia,Germany,"primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art"
Elihu Root,peace,1912,https://www.nobelprize.org/nobel_prizes/peace/laureates/1912/root-facts.html,male,FALSE,67,USA,USA,
Wilhelm Wien,physics,1911,https://www.nobelprize.org/nobel_prizes/physics/laureates/1911/wien-facts.html,male,FALSE,47,Prussia,Russia,for his discoveries regarding the laws governing the radiation of heat
Allvar Gullstrand,medicine,1911,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1911/gullstrand-facts.html,male,FALSE,49,Sweden,Sweden,for his work on the dioptrics of the eye
Count Maurice (Mooris) Polidore Marie Bernhard Maeterlinck,literature,1911,https://www.nobelprize.org/nobel_prizes/literature/laureates/1911/maeterlinck-facts.html,male,FALSE,49,Belgium,Belgium,"in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations"
"Marie Curie, nee Sklodowska",chemistry,1911,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1911/marie-curie-facts.html,female,FALSE,44,Russian Empire,Poland,"in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element"
Tobias Michael Carel Asser,peace,1911,https://www.nobelprize.org/nobel_prizes/peace/laureates/1911/asser-facts.html,male,FALSE,73,the Netherlands,the Netherlands,
Alfred Hermann Fried,peace,1911,https://www.nobelprize.org/nobel_prizes/peace/laureates/1911/fried-facts.html,male,FALSE,47,Austria,Austria,
Paul Johann Ludwig Heyse,literature,1910,https://www.nobelprize.org/nobel_prizes/literature/laureates/1910/heyse-facts.html,male,FALSE,80,Prussia,Germany,"as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories"
Johannes Diderik van der Waals,physics,1910,https://www.nobelprize.org/nobel_prizes/physics/laureates/1910/waals-facts.html,male,FALSE,73,the Netherlands,the Netherlands,for his work on the equation of state for gases and liquids
Otto Wallach,chemistry,1910,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1910/wallach-facts.html,male,FALSE,63,Germany,Russia,in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds
Albrecht Kossel,medicine,1910,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1910/kossel-facts.html,male,FALSE,57,Mecklenburg,Germany,"in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances"
Bureau international permanent de la Paix (Permanent International Peace Bureau),peace,1910,https://www.nobelprize.org/nobel_prizes/peace/laureates/1910/peace-bureau-facts.html,org,TRUE,,,,
